Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,critic_loss,q_values,target_values,actor_lr,critic_lr,temperature
,,,,,19018,3.0,3,,,,,,
,,,,,19022,4.0,4,,,,,,
,,,,,19032,10.0,10,,,,,,
,,,,,19037,5.0,5,,,,,,
,,,,,19047,10.0,10,,,,,,
,,,,,19050,3.0,3,,,,,,
,,,,,19062,12.0,12,,,,,,
,,,,,19075,13.0,13,,,,,,
,,,,,19090,15.0,15,,,,,,
,,,,,19095,5.0,5,,,,,,
,,,,,19098,3.0,3,,,,,,
,,,,,19107,9.0,9,,,,,,
,,,,,19113,6.0,6,,,,,,
,,,,,19120,7.0,7,,,,,,
,,,,,19123,3.0,3,,,,,,
,,,,,19130,7.0,7,,,,,,
,,,,,19133,3.0,3,,,,,,
,,,,,19140,7.0,7,,,,,,
,,,,,19150,10.0,10,,,,,,
,,,,,19167,17.0,17,,,,,,
,,,,,19173,6.0,6,,,,,,
,,,,,19177,4.0,4,,,,,,
,,,,,19182,5.0,5,,,,,,
,,,,,19187,5.0,5,,,,,,
,,,,,19201,14.0,14,,,,,,
,,,,,19204,3.0,3,,,,,,
,,,,,19213,9.0,9,,,,,,
,,,,,19235,22.0,22,,,,,,
,,,,,19240,5.0,5,,,,,,
,,,,,19256,16.0,16,,,,,,
,,,,,19260,4.0,4,,,,,,
,,,,,19264,4.0,4,,,,,,
,,,,,19270,6.0,6,,,,,,
,,,,,19277,7.0,7,,,,,,
,,,,,19283,6.0,6,,,,,,
,,,,,19287,4.0,4,,,,,,
,,,,,19293,6.0,6,,,,,,
,,,,,19296,3.0,3,,,,,,
,,,,,19304,8.0,8,,,,,,
,,,,,19310,6.0,6,,,,,,
,,,,,19318,8.0,8,,,,,,
,,,,,19324,6.0,6,,,,,,
,,,,,19332,8.0,8,,,,,,
,,,,,19335,3.0,3,,,,,,
,,,,,19339,4.0,4,,,,,,
,,,,,19342,3.0,3,,,,,,
,,,,,19356,14.0,14,,,,,,
,,,,,19359,3.0,3,,,,,,
,,,,,19363,4.0,4,,,,,,
,,,,,19374,11.0,11,,,,,,
,,,,,19385,11.0,11,,,,,,
,,,,,19398,13.0,13,,,,,,
,,,,,19401,3.0,3,,,,,,
,,,,,19410,9.0,9,,,,,,
,,,,,19418,8.0,8,,,,,,
,,,,,19425,7.0,7,,,,,,
,,,,,19430,5.0,5,,,,,,
,,,,,19434,4.0,4,,,,,,
,,,,,19439,5.0,5,,,,,,
,,,,,19442,3.0,3,,,,,,
,,,,,19454,12.0,12,,,,,,
,,,,,19466,12.0,12,,,,,,
,,,,,19470,4.0,4,,,,,,
,,,,,19480,10.0,10,,,,,,
,,,,,19484,4.0,4,,,,,,
,,,,,19487,3.0,3,,,,,,
,,,,,19494,7.0,7,,,,,,
,,,,,19509,15.0,15,,,,,,
,,,,,19519,10.0,10,,,,,,
,,,,,19522,3.0,3,,,,,,
,,,,,19529,7.0,7,,,,,,
,,,,,19534,5.0,5,,,,,,
,,,,,19540,6.0,6,,,,,,
,,,,,19546,6.0,6,,,,,,
,,,,,19554,8.0,8,,,,,,
,,,,,19563,9.0,9,,,,,,
,,,,,19569,6.0,6,,,,,,
,,,,,19577,8.0,8,,,,,,
,,,,,19584,7.0,7,,,,,,
,,,,,19588,4.0,4,,,,,,
,,,,,19596,8.0,8,,,,,,
,,,,,19601,5.0,5,,,,,,
,,,,,19606,5.0,5,,,,,,
,,,,,19610,4.0,4,,,,,,
,,,,,19613,3.0,3,,,,,,
,,,,,19619,6.0,6,,,,,,
,,,,,19622,3.0,3,,,,,,
,,,,,19626,4.0,4,,,,,,
,,,,,19636,10.0,10,,,,,,
,,,,,19645,9.0,9,,,,,,
,,,,,19649,4.0,4,,,,,,
,,,,,19652,3.0,3,,,,,,
,,,,,19655,3.0,3,,,,,,
,,,,,19663,8.0,8,,,,,,
,,,,,19670,7.0,7,,,,,,
,,,,,19673,3.0,3,,,,,,
,,,,,19676,3.0,3,,,,,,
,,,,,19685,9.0,9,,,,,,
,,,,,19690,5.0,5,,,,,,
,,,,,19697,7.0,7,,,,,,
,,,,,19705,8.0,8,,,,,,
,,,,,19711,6.0,6,,,,,,
,,,,,19714,3.0,3,,,,,,
,,,,,19717,3.0,3,,,,,,
,,,,,19723,6.0,6,,,,,,
,,,,,19742,19.0,19,,,,,,
,,,,,19747,5.0,5,,,,,,
,,,,,19750,3.0,3,,,,,,
,,,,,19755,5.0,5,,,,,,
,,,,,19772,17.0,17,,,,,,
,,,,,19777,5.0,5,,,,,,
,,,,,19781,4.0,4,,,,,,
,,,,,19793,12.0,12,,,,,,
,,,,,19799,6.0,6,,,,,,
,,,,,19802,3.0,3,,,,,,
,,,,,19809,7.0,7,,,,,,
,,,,,19813,4.0,4,,,,,,
,,,,,19818,5.0,5,,,,,,
,,,,,19821,3.0,3,,,,,,
,,,,,19826,5.0,5,,,,,,
,,,,,19830,4.0,4,,,,,,
,,,,,19833,3.0,3,,,,,,
,,,,,19838,5.0,5,,,,,,
,,,,,19849,11.0,11,,,,,,
,,,,,19868,19.0,19,,,,,,
,,,,,19873,5.0,5,,,,,,
,,,,,19876,3.0,3,,,,,,
,,,,,19880,4.0,4,,,,,,
,,,,,19884,4.0,4,,,,,,
,,,,,19892,8.0,8,,,,,,
,,,,,19896,4.0,4,,,,,,
,,,,,19905,9.0,9,,,,,,
,,,,,19925,20.0,20,,,,,,
,,,,,19932,7.0,7,,,,,,
,,,,,19937,5.0,5,,,,,,
,,,,,19940,3.0,3,,,,,,
,,,,,19947,7.0,7,,,,,,
,,,,,19952,5.0,5,,,,,,
,,,,,19957,5.0,5,,,,,,
,,,,,19967,10.0,10,,,,,,
,,,,,19972,5.0,5,,,,,,
,,,,,19976,4.0,4,,,,,,
,,,,,19979,3.0,3,,,,,,
,,,,,19983,4.0,4,,,,,,
,,,,,19990,7.0,7,,,,,,
,,,,,19995,5.0,5,,,,,,
9.1,4.3692102,16.0,4.0,9.1,20000,,,1.7477868795394897,4.829639911651611,4.862746238708496,0.0003,0.0003,0.1
,,,,,20002,7.0,7,,,,,,
,,,,,20007,5.0,5,,,,,,
,,,,,20013,6.0,6,,,,,,
,,,,,20016,3.0,3,,,,,,
,,,,,20024,8.0,8,,,,,,
,,,,,20029,5.0,5,,,,,,
,,,,,20038,9.0,9,,,,,,
,,,,,20043,5.0,5,,,,,,
,,,,,20049,6.0,6,,,,,,
,,,,,20052,3.0,3,,,,,,
,,,,,20056,4.0,4,,,,,,
,,,,,20063,7.0,7,,,,,,
,,,,,20066,3.0,3,,,,,,
,,,,,20076,10.0,10,,,,,,
,,,,,20079,3.0,3,,,,,,
,,,,,20084,5.0,5,,,,,,
,,,,,20087,3.0,3,,,,,,
,,,,,20106,19.0,19,,,,,,
,,,,,20122,16.0,16,,,,,,
,,,,,20129,7.0,7,,,,,,
,,,,,20145,16.0,16,,,,,,
,,,,,20153,8.0,8,,,,,,
,,,,,20163,10.0,10,,,,,,
,,,,,20169,6.0,6,,,,,,
,,,,,20174,5.0,5,,,,,,
,,,,,20184,10.0,10,,,,,,
,,,,,20189,5.0,5,,,,,,
,,,,,20192,3.0,3,,,,,,
,,,,,20195,3.0,3,,,,,,
,,,,,20202,7.0,7,,,,,,
,,,,,20212,10.0,10,,,,,,
,,,,,20222,10.0,10,,,,,,
,,,,,20236,14.0,14,,,,,,
,,,,,20240,4.0,4,,,,,,
,,,,,20256,16.0,16,,,,,,
,,,,,20263,7.0,7,,,,,,
,,,,,20266,3.0,3,,,,,,
,,,,,20269,3.0,3,,,,,,
,,,,,20273,4.0,4,,,,,,
,,,,,20282,9.0,9,,,,,,
,,,,,20288,6.0,6,,,,,,
,,,,,20300,12.0,12,,,,,,
,,,,,20303,3.0,3,,,,,,
,,,,,20306,3.0,3,,,,,,
,,,,,20312,6.0,6,,,,,,
,,,,,20316,4.0,4,,,,,,
,,,,,20320,4.0,4,,,,,,
,,,,,20325,5.0,5,,,,,,
,,,,,20339,14.0,14,,,,,,
,,,,,20343,4.0,4,,,,,,
,,,,,20351,8.0,8,,,,,,
,,,,,20358,7.0,7,,,,,,
,,,,,20364,6.0,6,,,,,,
,,,,,20372,8.0,8,,,,,,
,,,,,20375,3.0,3,,,,,,
,,,,,20382,7.0,7,,,,,,
,,,,,20386,4.0,4,,,,,,
,,,,,20406,20.0,20,,,,,,
,,,,,20412,6.0,6,,,,,,
,,,,,20417,5.0,5,,,,,,
,,,,,20433,16.0,16,,,,,,
,,,,,20437,4.0,4,,,,,,
,,,,,20445,8.0,8,,,,,,
,,,,,20466,21.0,21,,,,,,
,,,,,20473,7.0,7,,,,,,
,,,,,20477,4.0,4,,,,,,
,,,,,20496,19.0,19,,,,,,
,,,,,20501,5.0,5,,,,,,
,,,,,20505,4.0,4,,,,,,
,,,,,20508,3.0,3,,,,,,
,,,,,20511,3.0,3,,,,,,
,,,,,20515,4.0,4,,,,,,
,,,,,20519,4.0,4,,,,,,
,,,,,20535,16.0,16,,,,,,
,,,,,20547,12.0,12,,,,,,
,,,,,20551,4.0,4,,,,,,
,,,,,20554,3.0,3,,,,,,
,,,,,20561,7.0,7,,,,,,
,,,,,20566,5.0,5,,,,,,
,,,,,20577,11.0,11,,,,,,
,,,,,20591,14.0,14,,,,,,
,,,,,20603,12.0,12,,,,,,
,,,,,20615,12.0,12,,,,,,
,,,,,20619,4.0,4,,,,,,
,,,,,20622,3.0,3,,,,,,
,,,,,20628,6.0,6,,,,,,
,,,,,20637,9.0,9,,,,,,
,,,,,20641,4.0,4,,,,,,
,,,,,20648,7.0,7,,,,,,
,,,,,20651,3.0,3,,,,,,
,,,,,20655,4.0,4,,,,,,
,,,,,20663,8.0,8,,,,,,
,,,,,20666,3.0,3,,,,,,
,,,,,20670,4.0,4,,,,,,
,,,,,20674,4.0,4,,,,,,
,,,,,20678,4.0,4,,,,,,
,,,,,20686,8.0,8,,,,,,
,,,,,20693,7.0,7,,,,,,
,,,,,20702,9.0,9,,,,,,
,,,,,20705,3.0,3,,,,,,
,,,,,20711,6.0,6,,,,,,
,,,,,20718,7.0,7,,,,,,
,,,,,20723,5.0,5,,,,,,
,,,,,20730,7.0,7,,,,,,
,,,,,20740,10.0,10,,,,,,
,,,,,20746,6.0,6,,,,,,
,,,,,20751,5.0,5,,,,,,
,,,,,20755,4.0,4,,,,,,
,,,,,20762,7.0,7,,,,,,
,,,,,20765,3.0,3,,,,,,
,,,,,20772,7.0,7,,,,,,
,,,,,20779,7.0,7,,,,,,
,,,,,20784,5.0,5,,,,,,
,,,,,20788,4.0,4,,,,,,
,,,,,20793,5.0,5,,,,,,
,,,,,20798,5.0,5,,,,,,
,,,,,20807,9.0,9,,,,,,
,,,,,20811,4.0,4,,,,,,
,,,,,20828,17.0,17,,,,,,
,,,,,20833,5.0,5,,,,,,
,,,,,20838,5.0,5,,,,,,
,,,,,20842,4.0,4,,,,,,
,,,,,20846,4.0,4,,,,,,
,,,,,20851,5.0,5,,,,,,
,,,,,20855,4.0,4,,,,,,
,,,,,20859,4.0,4,,,,,,
,,,,,20864,5.0,5,,,,,,
,,,,,20876,12.0,12,,,,,,
,,,,,20880,4.0,4,,,,,,
,,,,,20894,14.0,14,,,,,,
,,,,,20898,4.0,4,,,,,,
,,,,,20902,4.0,4,,,,,,
,,,,,20909,7.0,7,,,,,,
,,,,,20917,8.0,8,,,,,,
,,,,,20922,5.0,5,,,,,,
,,,,,20930,8.0,8,,,,,,
,,,,,20936,6.0,6,,,,,,
,,,,,20939,3.0,3,,,,,,
,,,,,20942,3.0,3,,,,,,
,,,,,20949,7.0,7,,,,,,
,,,,,20952,3.0,3,,,,,,
,,,,,20962,10.0,10,,,,,,
,,,,,20968,6.0,6,,,,,,
,,,,,20977,9.0,9,,,,,,
,,,,,20981,4.0,4,,,,,,
,,,,,20998,17.0,17,,,,,,
,,,,,21000,,,2.264951467514038,4.936056613922119,4.86991024017334,0.0003,0.0003,0.1
,,,,,21010,12.0,12,,,,,,
,,,,,21019,9.0,9,,,,,,
,,,,,21034,15.0,15,,,,,,
,,,,,21037,3.0,3,,,,,,
,,,,,21040,3.0,3,,,,,,
,,,,,21053,13.0,13,,,,,,
,,,,,21057,4.0,4,,,,,,
,,,,,21060,3.0,3,,,,,,
,,,,,21072,12.0,12,,,,,,
,,,,,21075,3.0,3,,,,,,
,,,,,21081,6.0,6,,,,,,
,,,,,21089,8.0,8,,,,,,
,,,,,21097,8.0,8,,,,,,
,,,,,21101,4.0,4,,,,,,
,,,,,21118,17.0,17,,,,,,
,,,,,21125,7.0,7,,,,,,
,,,,,21132,7.0,7,,,,,,
,,,,,21140,8.0,8,,,,,,
,,,,,21145,5.0,5,,,,,,
,,,,,21152,7.0,7,,,,,,
,,,,,21158,6.0,6,,,,,,
,,,,,21163,5.0,5,,,,,,
,,,,,21171,8.0,8,,,,,,
,,,,,21175,4.0,4,,,,,,
,,,,,21182,7.0,7,,,,,,
,,,,,21192,10.0,10,,,,,,
,,,,,21198,6.0,6,,,,,,
,,,,,21204,6.0,6,,,,,,
,,,,,21209,5.0,5,,,,,,
,,,,,21214,5.0,5,,,,,,
,,,,,21233,19.0,19,,,,,,
,,,,,21236,3.0,3,,,,,,
,,,,,21240,4.0,4,,,,,,
,,,,,21245,5.0,5,,,,,,
,,,,,21265,20.0,20,,,,,,
,,,,,21272,7.0,7,,,,,,
,,,,,21277,5.0,5,,,,,,
,,,,,21297,20.0,20,,,,,,
,,,,,21304,7.0,7,,,,,,
,,,,,21310,6.0,6,,,,,,
,,,,,21315,5.0,5,,,,,,
,,,,,21321,6.0,6,,,,,,
,,,,,21327,6.0,6,,,,,,
,,,,,21337,10.0,10,,,,,,
,,,,,21341,4.0,4,,,,,,
,,,,,21344,3.0,3,,,,,,
,,,,,21352,8.0,8,,,,,,
,,,,,21358,6.0,6,,,,,,
,,,,,21364,6.0,6,,,,,,
,,,,,21368,4.0,4,,,,,,
,,,,,21375,7.0,7,,,,,,
,,,,,21385,10.0,10,,,,,,
,,,,,21395,10.0,10,,,,,,
,,,,,21401,6.0,6,,,,,,
,,,,,21405,4.0,4,,,,,,
,,,,,21409,4.0,4,,,,,,
,,,,,21420,11.0,11,,,,,,
,,,,,21430,10.0,10,,,,,,
,,,,,21433,3.0,3,,,,,,
,,,,,21439,6.0,6,,,,,,
,,,,,21444,5.0,5,,,,,,
,,,,,21448,4.0,4,,,,,,
,,,,,21451,3.0,3,,,,,,
,,,,,21459,8.0,8,,,,,,
,,,,,21465,6.0,6,,,,,,
,,,,,21469,4.0,4,,,,,,
,,,,,21473,4.0,4,,,,,,
,,,,,21478,5.0,5,,,,,,
,,,,,21488,10.0,10,,,,,,
,,,,,21492,4.0,4,,,,,,
,,,,,21506,14.0,14,,,,,,
,,,,,21510,4.0,4,,,,,,
,,,,,21526,16.0,16,,,,,,
,,,,,21535,9.0,9,,,,,,
,,,,,21541,6.0,6,,,,,,
,,,,,21545,4.0,4,,,,,,
,,,,,21549,4.0,4,,,,,,
,,,,,21559,10.0,10,,,,,,
,,,,,21563,4.0,4,,,,,,
,,,,,21567,4.0,4,,,,,,
,,,,,21578,11.0,11,,,,,,
,,,,,21582,4.0,4,,,,,,
,,,,,21586,4.0,4,,,,,,
,,,,,21597,11.0,11,,,,,,
,,,,,21600,3.0,3,,,,,,
,,,,,21608,8.0,8,,,,,,
,,,,,21627,19.0,19,,,,,,
,,,,,21631,4.0,4,,,,,,
,,,,,21634,3.0,3,,,,,,
,,,,,21638,4.0,4,,,,,,
,,,,,21661,23.0,23,,,,,,
,,,,,21666,5.0,5,,,,,,
,,,,,21670,4.0,4,,,,,,
,,,,,21682,12.0,12,,,,,,
,,,,,21687,5.0,5,,,,,,
,,,,,21690,3.0,3,,,,,,
,,,,,21697,7.0,7,,,,,,
,,,,,21703,6.0,6,,,,,,
,,,,,21711,8.0,8,,,,,,
,,,,,21717,6.0,6,,,,,,
,,,,,21722,5.0,5,,,,,,
,,,,,21725,3.0,3,,,,,,
,,,,,21732,7.0,7,,,,,,
,,,,,21736,4.0,4,,,,,,
,,,,,21741,5.0,5,,,,,,
,,,,,21745,4.0,4,,,,,,
,,,,,21748,3.0,3,,,,,,
,,,,,21756,8.0,8,,,,,,
,,,,,21759,3.0,3,,,,,,
,,,,,21768,9.0,9,,,,,,
,,,,,21773,5.0,5,,,,,,
,,,,,21778,5.0,5,,,,,,
,,,,,21782,4.0,4,,,,,,
,,,,,21786,4.0,4,,,,,,
,,,,,21789,3.0,3,,,,,,
,,,,,21792,3.0,3,,,,,,
,,,,,21797,5.0,5,,,,,,
,,,,,21802,5.0,5,,,,,,
,,,,,21811,9.0,9,,,,,,
,,,,,21822,11.0,11,,,,,,
,,,,,21843,21.0,21,,,,,,
,,,,,21850,7.0,7,,,,,,
,,,,,21853,3.0,3,,,,,,
,,,,,21862,9.0,9,,,,,,
,,,,,21865,3.0,3,,,,,,
,,,,,21873,8.0,8,,,,,,
,,,,,21878,5.0,5,,,,,,
,,,,,21884,6.0,6,,,,,,
,,,,,21890,6.0,6,,,,,,
,,,,,21893,3.0,3,,,,,,
,,,,,21908,15.0,15,,,,,,
,,,,,21915,7.0,7,,,,,,
,,,,,21924,9.0,9,,,,,,
,,,,,21928,4.0,4,,,,,,
,,,,,21931,3.0,3,,,,,,
,,,,,21936,5.0,5,,,,,,
,,,,,21946,10.0,10,,,,,,
,,,,,21969,23.0,23,,,,,,
,,,,,21977,8.0,8,,,,,,
,,,,,21984,7.0,7,,,,,,
,,,,,21988,4.0,4,,,,,,
,,,,,21994,6.0,6,,,,,,
,,,,,22000,,,1.9414026737213135,5.17857551574707,5.082778453826904,0.0003,0.0003,0.1
,,,,,22006,12.0,12,,,,,,
,,,,,22009,3.0,3,,,,,,
,,,,,22014,5.0,5,,,,,,
,,,,,22019,5.0,5,,,,,,
,,,,,22025,6.0,6,,,,,,
,,,,,22029,4.0,4,,,,,,
,,,,,22032,3.0,3,,,,,,
,,,,,22039,7.0,7,,,,,,
,,,,,22042,3.0,3,,,,,,
,,,,,22051,9.0,9,,,,,,
,,,,,22062,11.0,11,,,,,,
,,,,,22067,5.0,5,,,,,,
,,,,,22070,3.0,3,,,,,,
,,,,,22073,3.0,3,,,,,,
,,,,,22076,3.0,3,,,,,,
,,,,,22085,9.0,9,,,,,,
,,,,,22091,6.0,6,,,,,,
,,,,,22096,5.0,5,,,,,,
,,,,,22106,10.0,10,,,,,,
,,,,,22109,3.0,3,,,,,,
,,,,,22124,15.0,15,,,,,,
,,,,,22146,22.0,22,,,,,,
,,,,,22149,3.0,3,,,,,,
,,,,,22168,19.0,19,,,,,,
,,,,,22173,5.0,5,,,,,,
,,,,,22182,9.0,9,,,,,,
,,,,,22194,12.0,12,,,,,,
,,,,,22197,3.0,3,,,,,,
,,,,,22202,5.0,5,,,,,,
,,,,,22208,6.0,6,,,,,,
,,,,,22213,5.0,5,,,,,,
,,,,,22219,6.0,6,,,,,,
,,,,,22226,7.0,7,,,,,,
,,,,,22237,11.0,11,,,,,,
,,,,,22242,5.0,5,,,,,,
,,,,,22251,9.0,9,,,,,,
,,,,,22254,3.0,3,,,,,,
,,,,,22258,4.0,4,,,,,,
,,,,,22265,7.0,7,,,,,,
,,,,,22272,7.0,7,,,,,,
,,,,,22288,16.0,16,,,,,,
,,,,,22292,4.0,4,,,,,,
,,,,,22299,7.0,7,,,,,,
,,,,,22303,4.0,4,,,,,,
,,,,,22310,7.0,7,,,,,,
,,,,,22318,8.0,8,,,,,,
,,,,,22337,19.0,19,,,,,,
,,,,,22340,3.0,3,,,,,,
,,,,,22344,4.0,4,,,,,,
,,,,,22348,4.0,4,,,,,,
,,,,,22354,6.0,6,,,,,,
,,,,,22358,4.0,4,,,,,,
,,,,,22364,6.0,6,,,,,,
,,,,,22367,3.0,3,,,,,,
,,,,,22374,7.0,7,,,,,,
,,,,,22379,5.0,5,,,,,,
,,,,,22385,6.0,6,,,,,,
,,,,,22393,8.0,8,,,,,,
,,,,,22403,10.0,10,,,,,,
,,,,,22412,9.0,9,,,,,,
,,,,,22416,4.0,4,,,,,,
,,,,,22421,5.0,5,,,,,,
,,,,,22428,7.0,7,,,,,,
,,,,,22435,7.0,7,,,,,,
,,,,,22446,11.0,11,,,,,,
,,,,,22450,4.0,4,,,,,,
,,,,,22454,4.0,4,,,,,,
,,,,,22462,8.0,8,,,,,,
,,,,,22469,7.0,7,,,,,,
,,,,,22474,5.0,5,,,,,,
,,,,,22478,4.0,4,,,,,,
,,,,,22483,5.0,5,,,,,,
,,,,,22489,6.0,6,,,,,,
,,,,,22496,7.0,7,,,,,,
,,,,,22519,23.0,23,,,,,,
,,,,,22526,7.0,7,,,,,,
,,,,,22530,4.0,4,,,,,,
,,,,,22535,5.0,5,,,,,,
,,,,,22541,6.0,6,,,,,,
,,,,,22546,5.0,5,,,,,,
,,,,,22552,6.0,6,,,,,,
,,,,,22559,7.0,7,,,,,,
,,,,,22564,5.0,5,,,,,,
,,,,,22575,11.0,11,,,,,,
,,,,,22581,6.0,6,,,,,,
,,,,,22594,13.0,13,,,,,,
,,,,,22605,11.0,11,,,,,,
,,,,,22617,12.0,12,,,,,,
,,,,,22622,5.0,5,,,,,,
,,,,,22626,4.0,4,,,,,,
,,,,,22629,3.0,3,,,,,,
,,,,,22634,5.0,5,,,,,,
,,,,,22650,16.0,16,,,,,,
,,,,,22656,6.0,6,,,,,,
,,,,,22659,3.0,3,,,,,,
,,,,,22663,4.0,4,,,,,,
,,,,,22673,10.0,10,,,,,,
,,,,,22680,7.0,7,,,,,,
,,,,,22684,4.0,4,,,,,,
,,,,,22687,3.0,3,,,,,,
,,,,,22692,5.0,5,,,,,,
,,,,,22696,4.0,4,,,,,,
,,,,,22700,4.0,4,,,,,,
,,,,,22712,12.0,12,,,,,,
,,,,,22715,3.0,3,,,,,,
,,,,,22720,5.0,5,,,,,,
,,,,,22727,7.0,7,,,,,,
,,,,,22736,9.0,9,,,,,,
,,,,,22739,3.0,3,,,,,,
,,,,,22743,4.0,4,,,,,,
,,,,,22757,14.0,14,,,,,,
,,,,,22760,3.0,3,,,,,,
,,,,,22764,4.0,4,,,,,,
,,,,,22779,15.0,15,,,,,,
,,,,,22785,6.0,6,,,,,,
,,,,,22789,4.0,4,,,,,,
,,,,,22793,4.0,4,,,,,,
,,,,,22796,3.0,3,,,,,,
,,,,,22802,6.0,6,,,,,,
,,,,,22810,8.0,8,,,,,,
,,,,,22825,15.0,15,,,,,,
,,,,,22829,4.0,4,,,,,,
,,,,,22836,7.0,7,,,,,,
,,,,,22842,6.0,6,,,,,,
,,,,,22846,4.0,4,,,,,,
,,,,,22856,10.0,10,,,,,,
,,,,,22859,3.0,3,,,,,,
,,,,,22872,13.0,13,,,,,,
,,,,,22875,3.0,3,,,,,,
,,,,,22881,6.0,6,,,,,,
,,,,,22890,9.0,9,,,,,,
,,,,,22896,6.0,6,,,,,,
,,,,,22902,6.0,6,,,,,,
,,,,,22906,4.0,4,,,,,,
,,,,,22913,7.0,7,,,,,,
,,,,,22916,3.0,3,,,,,,
,,,,,22927,11.0,11,,,,,,
,,,,,22933,6.0,6,,,,,,
,,,,,22947,14.0,14,,,,,,
,,,,,22963,16.0,16,,,,,,
,,,,,22966,3.0,3,,,,,,
,,,,,22981,15.0,15,,,,,,
,,,,,22989,8.0,8,,,,,,
,,,,,22993,4.0,4,,,,,,
,,,,,22999,6.0,6,,,,,,
,,,,,23000,,,1.7191922664642334,5.024803161621094,5.165587902069092,0.0003,0.0003,0.1
,,,,,23004,5.0,5,,,,,,
,,,,,23012,8.0,8,,,,,,
,,,,,23016,4.0,4,,,,,,
,,,,,23021,5.0,5,,,,,,
,,,,,23025,4.0,4,,,,,,
,,,,,23029,4.0,4,,,,,,
,,,,,23033,4.0,4,,,,,,
,,,,,23047,14.0,14,,,,,,
,,,,,23050,3.0,3,,,,,,
,,,,,23054,4.0,4,,,,,,
,,,,,23058,4.0,4,,,,,,
,,,,,23063,5.0,5,,,,,,
,,,,,23066,3.0,3,,,,,,
,,,,,23070,4.0,4,,,,,,
,,,,,23085,15.0,15,,,,,,
,,,,,23089,4.0,4,,,,,,
,,,,,23099,10.0,10,,,,,,
,,,,,23104,5.0,5,,,,,,
,,,,,23107,3.0,3,,,,,,
,,,,,23116,9.0,9,,,,,,
,,,,,23120,4.0,4,,,,,,
,,,,,23123,3.0,3,,,,,,
,,,,,23126,3.0,3,,,,,,
,,,,,23131,5.0,5,,,,,,
,,,,,23139,8.0,8,,,,,,
,,,,,23143,4.0,4,,,,,,
,,,,,23149,6.0,6,,,,,,
,,,,,23159,10.0,10,,,,,,
,,,,,23168,9.0,9,,,,,,
,,,,,23173,5.0,5,,,,,,
,,,,,23177,4.0,4,,,,,,
,,,,,23185,8.0,8,,,,,,
,,,,,23195,10.0,10,,,,,,
,,,,,23200,5.0,5,,,,,,
,,,,,23206,6.0,6,,,,,,
,,,,,23210,4.0,4,,,,,,
,,,,,23213,3.0,3,,,,,,
,,,,,23220,7.0,7,,,,,,
,,,,,23224,4.0,4,,,,,,
,,,,,23235,11.0,11,,,,,,
,,,,,23245,10.0,10,,,,,,
,,,,,23253,8.0,8,,,,,,
,,,,,23258,5.0,5,,,,,,
,,,,,23262,4.0,4,,,,,,
,,,,,23268,6.0,6,,,,,,
,,,,,23272,4.0,4,,,,,,
,,,,,23288,16.0,16,,,,,,
,,,,,23296,8.0,8,,,,,,
,,,,,23304,8.0,8,,,,,,
,,,,,23308,4.0,4,,,,,,
,,,,,23312,4.0,4,,,,,,
,,,,,23317,5.0,5,,,,,,
,,,,,23325,8.0,8,,,,,,
,,,,,23331,6.0,6,,,,,,
,,,,,23335,4.0,4,,,,,,
,,,,,23339,4.0,4,,,,,,
,,,,,23345,6.0,6,,,,,,
,,,,,23357,12.0,12,,,,,,
,,,,,23365,8.0,8,,,,,,
,,,,,23374,9.0,9,,,,,,
,,,,,23380,6.0,6,,,,,,
,,,,,23383,3.0,3,,,,,,
,,,,,23395,12.0,12,,,,,,
,,,,,23398,3.0,3,,,,,,
,,,,,23402,4.0,4,,,,,,
,,,,,23405,3.0,3,,,,,,
,,,,,23412,7.0,7,,,,,,
,,,,,23427,15.0,15,,,,,,
,,,,,23430,3.0,3,,,,,,
,,,,,23437,7.0,7,,,,,,
,,,,,23449,12.0,12,,,,,,
,,,,,23453,4.0,4,,,,,,
,,,,,23459,6.0,6,,,,,,
,,,,,23483,24.0,24,,,,,,
,,,,,23491,8.0,8,,,,,,
,,,,,23494,3.0,3,,,,,,
,,,,,23497,3.0,3,,,,,,
,,,,,23502,5.0,5,,,,,,
,,,,,23512,10.0,10,,,,,,
,,,,,23520,8.0,8,,,,,,
,,,,,23530,10.0,10,,,,,,
,,,,,23537,7.0,7,,,,,,
,,,,,23542,5.0,5,,,,,,
,,,,,23561,19.0,19,,,,,,
,,,,,23566,5.0,5,,,,,,
,,,,,23570,4.0,4,,,,,,
,,,,,23577,7.0,7,,,,,,
,,,,,23585,8.0,8,,,,,,
,,,,,23591,6.0,6,,,,,,
,,,,,23596,5.0,5,,,,,,
,,,,,23604,8.0,8,,,,,,
,,,,,23607,3.0,3,,,,,,
,,,,,23619,12.0,12,,,,,,
,,,,,23631,12.0,12,,,,,,
,,,,,23653,22.0,22,,,,,,
,,,,,23658,5.0,5,,,,,,
,,,,,23666,8.0,8,,,,,,
,,,,,23672,6.0,6,,,,,,
,,,,,23679,7.0,7,,,,,,
,,,,,23687,8.0,8,,,,,,
,,,,,23692,5.0,5,,,,,,
,,,,,23706,14.0,14,,,,,,
,,,,,23722,16.0,16,,,,,,
,,,,,23727,5.0,5,,,,,,
